r/R,rho(r),L(r),M(r),T(r),Pgas,Pdeg,Ppho,P,dlogP/dlogT,kappa,kappaff,kappaHm,kappaes,dL/dr,dLpp/dr,dLcno/dr
2.2264529030809835e-09,68293.3515548706,0.0,0.0,8235440.0,7695139703525848.0,1131919883860131.2,1159944998911.2502,8828219532384890.0,20.65601073421035,2.411887962386462,2.411887962386462,3.600066217643914e+32,0.346,153.72591369109946,153.72462595054765,0.001287740551813636
0.00022266978329404024,68293.31833791832,5.125885698959118e+16,2.8616090382289522e+20,8235438.011276102,7695134102465805.0,1131918966276359.2,1159943878480.767,8828213012620645.0,20.656010247680452,2.411889179720352,2.411889179720352,3.600057517928441e+32,0.346,1537594399200.2878,1537581519035.7786,12880164.509370374
0.0004453373401351774,68293.21868848393,4.100631162705781e+17,2.28925066414256e+21,8235432.045187931,7695117299534851.0,1131916213566122.8,1159940517241.2444,8828193453618215.0,20.656008788110174,2.4118928316758175,2.4118928316758175,3.600031419260363e+32,0.346,6150280328942.515,6150228809692.702,51519249.812487625
0.0006680048969763147,68293.05260687598,1.383955414638339e+18,7.726181258617619e+21,8235422.101847723,7695089294905157.0,1131911625743299.2,1159934915270.525,8828160855563727.0,20.6560063554998,2.4118989181581694,2.411898918158169,3.5999879224261045e+32,0.346,13837950479194.371,13837834564617.557,115914576.81489144
0.0008906724538174518,68292.82009353259,3.2804632135265756e+18,1.8313843709559362e+22,8235408.181261362,7695050088685817.0,1131905202828918.0,1159927072596.2712,8828115218587331.0,20.65600294984865,2.411907439193425,2.411907439193425,3.5999270280215414e+32,0.346,24600426003925.1,24600219942244.457,206061680.64183086
0.0011133400106585888,68292.52114906904,6.407078843316573e+18,3.5769079893898125e+22,8235390.2833909,7694999680986614.0,1131896944852470.8,1159916989231.1938,8828056542828316.0,20.65599857115578,2.4119183948653946,2.4119183948653946,3.5998487366992496e+32,0.346,38437456525346.35,38437134571035.37,321954310.98212224
0.0013360075674997262,68292.15577430808,1.1071259264456284e+19,6.180868203571611e+22,8235368.408232813,7694938071994567.0,1131886851852750.0,1159904665217.1335,8827984828512534.0,20.655993219420466,2.4119317852362223,2.4119317852362223,3.599753049477129e+32,0.346,55348720141098.65,55348256556666.02,463584432.627039
0.0015586751243408634,68291.7239702799,1.758042606746032e+19,9.814939270624737e+22,8235342.555817998,7694865261973918.0,1131874923877850.2,1159890100625.0642,8827900075952393.0,20.655986894642176,2.4119476103463824,2.411947610346383,3.599639967738396e+32,0.346,75333823434118.81,75333192491892.62,630942226.1883564
0.0017813426811820006,68291.22573822216,2.6241965472909967e+19,1.4650790482387787e+23,8235312.726211776,7694781251266142.0,1131861160985164.5,1159873295555.0896,8827802285546861.0,20.655979596820597,2.4119658702146807,2.411965870214681,3.5995094932315184e+32,0.346,98392301485246.61,98391477469157.62,824016088.9978569
0.0020040102380231377,68290.66107957998,3.736322833145315e+19,2.0860086165414523e+23,8235278.919513889,7694686040289930.0,1131845563241386.8,1159854250136.4421,8827691457781453.0,20.655971325955612,2.411986564838254,2.411986564838254,3.599361628070162e+32,0.346,124523617888571.88,124522575095935.67,1042792636.1882559
0.002226677794864275,68290.02999600592,5.125153012380451e+19,2.861448568097394e+23,8235241.1358585,7694579629541191.0,1131828130722509.0,1159832964527.48,8827567593228227.0,20.655962082047314,2.412009694192563,2.4120096941925633,3.5991963747331196e+32,0.346,153727164769518.97,153725877512817.03,1287256701.955324
0.0024493453517054117,68289.3324896263,6.821406211099213e+19,3.8085628819731195e+23,8235199.375726343,7694462019914713.0,1131808863521180.5,1159809439091.5305,8827430692874986.0,20.655951865099965,2.412035257917991,2.412035257917991,3.599013737298976e+32,0.346,186002262835322.72,186000705443980.53,1557391342.1879842
0.0026720129085465493,68288.5685625896,8.855800880158636e+19,4.944515529443194e+23,8235153.639516046,7694333212252722.0,1131787761734229.0,1159783674155.3865,8827280757661106.0,20.655940675115296,2.4120632557480945,2.4120632557480945,3.5988137197478344e+32,0.346,221348161377745.62,221346308199910.38,1853177835.2753408
