rhoc,Tc,R,M,L,Tsurf,StarNum
65.07925295829773,3000000.0,18535260352.603523,2.8970281876909513e+32,1.0018754758472144e+30,1422.3467426277882,0
41.19434277564287,3916666.6666666665,24899148991.489914,4.4505753560264685e+32,2.830471252510609e+30,1591.0164799757865,1
35.43905238355801,4833333.333333333,34705797057.97058,7.255800018836747e+32,9.569674056328589e+30,1827.3603534540061,2
41.72330834331308,5750000.0,44721097210.97211,9.271682432928082e+32,2.6954855949616706e+31,2085.475535489176,3
47.983099742271456,6666666.666666666,52475999759.9976,1.0831065851556238e+33,6.449660797608917e+31,2394.4503847748238,4
54.19018512431746,7583333.333333333,55918759187.59187,1.2300310085831987e+33,1.379290292432493e+32,2805.032333498136,5
60.35047832637598,8500000.0,64508270082.70082,1.3767233237082e+33,2.705065771840485e+32,3090.5719404270526,6
66.46851146739547,9416666.666666666,66594790947.90948,1.522289299156003e+33,4.952290747669629e+32,3541.6085511612555,7
72.5464410068456,10333333.333333332,68820413204.13203,1.6678789603820194e+33,8.57216039708639e+32,3996.177824146441,8
78.58070849530064,11250000.0,72332723327.23326,1.813516398315308e+33,1.4162926047669144e+33,4486.941886305675,9
84.55137489491521,12166666.666666666,82035045350.45349,1.9592185757227427e+33,2.2496610688569667e+33,168343.20204883363,10
90.39284952928821,13083333.333333332,73932389323.89323,2.1050051817160404e+33,3.4541762134881896e+33,4367.8426582723105,11
95.92333340006421,14000000.0,74384468844.68845,2.2509024375606317e+33,5.1466953431806804e+33,4357.5049817223335,12
100.70477040090735,14916666.666666666,75566830668.30669,2.3969951552146057e+33,7.458791390430271e+33,4904.173844548108,13
103.86642519259121,15833333.333333332,76123236232.36232,2.5436306412108532e+33,1.0522108477727952e+34,4880.16888893761,14
104.20959926508935,16750000.0,68889963899.63899,2.693760489799183e+33,1.4512705766966211e+34,2344.163526218517,15
101.18946056320931,17666666.666666664,3471796842968.4297,2.877384666965479e+33,2.0648573856381343e+34,1315044.107449763,16
94.41551086552538,18583333.333333332,3471136111361.114,3.1263586092835e+33,3.176222438769995e+34,1360445.9734823084,17
84.38029679632184,19500000.0,3367018720187.2017,3.469561573846154e+33,5.40673038205306e+34,1206097.8453993844,18
71.71709576358954,20416666.666666664,2711572965729.657,3.925013173070964e+33,9.99571421445734e+34,1130814.617200962,19
57.70404515207718,21333333.333333332,98449009490.0949,4.5140169956211915e+33,1.935940975845462e+35,4630.4951969338235,20
44.46758089425816,22250000.0,110620381203.81203,5.268497739871111e+33,3.801906224392823e+35,2599.6948617437456,21
33.34216521822297,23166666.666666664,125434679346.79346,6.232908364059335e+33,7.414395137065537e+35,3913.907467165065,22
24.675441021352796,24083333.333333332,139553470534.70532,7.461881002414505e+33,1.4238856804653103e+36,4726.571962309389,23
18.204610785949196,25000000.0,260676006760.0676,9.015159361060816e+33,2.687834765747942e+36,868341.9577751986,24
