r/R,rho(r),L(r),M(r),T(r),Pgas,Pdeg,Ppho,P,dlogP/dlogT,kappa,kappaff,kappaHm,kappaes,dL/dr,dLpp/dr,dLcno/dr
2.8813630135900846e-21,35.43905238355801,1.5052882065718853e-29,1.4844675549115958e-28,4833333.333333333,229055961987723.16,37930492264021.87,13761860684.901041,267000216112429.9,3.055770191836468,16.72702988905875,16.72702988905875,2.142406052652914e+30,0.34,4.515864619715656e-19,4.515864611810163e-19,7.905491704335626e-28
0.001002004008016032,35.43886727707217,6.330363813095304e+23,6.242862846881651e+24,4833320.758544699,229054169647393.47,37930162064828.586,13761717469.606714,266998093429691.66,3.055779188969271,16.727121045254997,16.727121045254997,2.1423502934512576e+30,0.34,5.461033248054477e+16,5.461033238494764e+16,95597124.40323593
0.002004008016032064,35.43831196321118,5.064100963078265e+24,4.9942433222321e+25,4833283.034516837,229048792715948.25,37929171484130.734,13761287834.280357,266991725487913.3,3.0557971776262143,16.727394515039787,16.727394515039787,2.1421830251126515e+30,0.34,2.1842766474967405e+17,2.1842766436735693e+17,382317127.85126734
0.003006012024048096,35.43738645876445,1.7090271575071703e+25,1.6855307092926665e+26,4833220.162263868,229039831462013.16,37927520572573.164,13760571810.590641,266981112606396.9,3.055824161909805,16.727850302000924,16.727850302000924,2.14190427543356e+30,0.34,4.914110057373714e+17,4.9141100487742554e+17,859945969.2991725
0.004008016032064128,35.4360907917136,4.050672561496885e+25,3.995244404968924e+26,4833132.143475938,229027286333272.25,37925209414559.516,13759569451.313871,266966255317283.06,3.0558601413049926,16.728488412117716,16.728488412117716,2.141514090732413e+30,0.34,8.734920518167505e+17,8.734920502886232e+17,1528127141.056077
0.005010020040080161,35.434425001231354,7.910579060541522e+25,7.802991639872396e+26,4833018.980519109,229011157956429.38,37922238128245.68,13758280830.32653,266947154365505.38,3.0559051155578203,16.729308853760735,16.729308853760735,2.1410125358360073e+30,0.34,1.3645752090322296e+18,1.3645752066458675e+18,2386362009.570362
0.006012024048096192,35.432389137679934,1.3667599567864452e+26,1.3483104743345918e+27,4832880.676435256,228991447137155.06,37918606865530.49,13756706042.59529,266923810708728.16,3.055959084703615,16.730311637690967,16.730311637690967,2.1403996940606209e+30,0.34,1.964537624205969e+18,1.9645376207719585e+18,3434010291.94828
0.007014028056112225,35.42998326260908,2.1700112429662157e+26,2.1409798693935342e+27,4832717.234941887,228968154860017.75,37914315812043.85,13754845204.16378,266896225517265.75,3.056022048710733,16.731496777059125,16.73149677705912,2.13967566718763e+30,0.34,2.673229224909501e+18,2.6732292202392105e+18,4670290667.625848
0.008016032064128256,35.42720744875357,3.2385926851577586e+26,3.195714766875633e+27,4832528.660431954,228941282288400.12,37909365187132.24,13752698452.136683,266864400173984.5,3.0560940083377828,16.732864287404546,16.732864287404546,2.13884057543381e+30,0.34,3.490472768283862e+18,3.4904727621895803e+18,6094281524.45041
0.009018036072144289,35.42406178003039,4.6102188510210886e+26,4.549906160348083e+27,4832314.957973611,228910830764399.72,37903755243841.56,13750265944.660715,266828336274185.9,3.056174962761746,16.734414186654178,16.734414186654178,2.137894557416176e+30,0.34,4.416063898687744e+18,4.4160638909828214e+18,7704921838.2643175
