r/R,rho(r),L(r),M(r),T(r),Pgas,Pdeg,Ppho,P,dlogP/dlogT,kappa,kappaff,kappaHm,kappaes,dL/dr,dLpp/dr,dLcno/dr
1.4784858783403254e-09,64.75734272003174,0.0,0.0,21000000.0,1860628156898197.2,103593699735860.61,4904190660440.294,1969126047294498.0,2.225318972448194,0.346,0.08776691626114538,1.5979315475153984e+36,0.346,14828841094.351486,584378971.4959623,14244462122.855524
0.00014786485250946465,64.7573310655399,4.944575556552567e+26,2.7134444325144334e+23,20999997.47432286,1860627598259364.0,103593668662631.31,4904188301126.007,1969125455223121.2,2.2253189704886847,0.346,0.08776694214940402,1.597929674071182e+36,0.346,1.4832064166024446e+20,5.845070608765043e+18,1.4247557105147942e+20
0.00029572822653305093,64.75729633338914,3.9555784499199333e+27,2.1707221514769692e+24,20999989.94736435,1860625933426363.2,103593576059724.0,4904181269962.87,1969123690756050.0,2.225318964649252,0.346,0.08776701930124547,1.597924090895522e+36,0.346,5.932718996854979e+20,2.337999005901168e+19,5.6989190962648606e+20
0.0004435916005566373,64.75723852363221,1.3349976719091596e+28,7.326149308641981e+24,20999977.41915166,1860623162404546.5,103593421927345.42,4904169566991.356,1969120753898883.2,2.2253189549298336,0.346,0.08776714771650074,1.5979147980424358e+36,0.346,1.3348395936394206e+21,5.260458284740098e+19,1.2822350107920197e+21
0.0005914549745802235,64.7571576363196,3.164409174854319e+28,1.736563580339412e+25,20999959.88969158,1860619285198338.0,103593206265739.97,4904153192242.89,1969116644656321.0,2.225318941330425,0.346,0.08776732739541569,1.5979017955750233e+36,0.346,2.373000105870926e+21,9.351855666531538e+19,2.2794815492056104e+21
0.0007393183486038099,64.75705367148699,6.180391290830731e+28,3.39171749760856e+25,20999937.358986486,1860614301812295.2,103592929075156.47,4904132145754.788,1969111363033206.5,2.2253189238510136,0.346,0.08776755833840538,1.5978850835762673e+36,0.346,3.7077203824481036e+21,1.4612150240260573e+20,3.5615988800454976e+21
0.0008871817226273963,64.75692662920889,1.0679496425358498e+29,5.860874294167116e+25,20999909.82704508,1860608212253598.5,103592590355991.25,4904106427580.291,1969104909037170.0,2.22531890249159,0.346,0.08776784054594798,1.5978646621570444e+36,0.346,5.338957934483336e+21,2.1041289415251205e+20,5.128545040330824e+21
0.0010350450966509824,64.75677650959878,1.6958230452474514e+29,9.306829858970786e+25,20999877.293882366,1860601016532053.2,103592190108788.19,4904076037788.538,1969097282678629.8,2.2253188772521484,0.346,0.087768174018585,1.5978405314561118e+36,0.346,7.266660839852106e+21,2.8639208921818782e+20,6.980268750633917e+21
0.0011829084706745689,64.75660331280896,2.5313052714732554e+29,1.3892378358435545e+26,20999839.75951968,1860592714660089.8,103591728334238.64,4904040976464.597,1969088483970793.0,2.225318848132687,0.346,0.08776855875692094,1.5978126916401198e+36,0.346,9.490767745307587e+21,3.7405832812085504e+20,9.116709417186734e+21
0.001330771844698155,64.75640703903063,3.6040376023203184e+29,1.9780312236437607e+26,20999797.223984677,1860583306652761.2,103591205033181.5,4904001243709.444,1969078512929652.5,2.225318815133204,0.346,0.08776899476162343,1.5977811429036062e+36,0.346,1.2011207868990565e+22,4.7341073460958383e+20,1.1537797134380979e+22
0.0014786352187217413,64.75618768850111,4.943656243061125e+29,2.713342201557628e+26,20999749.68731275,1860572792528081.2,103590620206622.5,4903956839641.308,1969067369574345.0,2.2253187782537087,0.346,0.08776948203340937,1.5977458854700527e+36,0.346,1.4827901003357089e+22,5.844483156729888e+20,1.4243452687684102e+22
0.0016264985927453275,64.7559452617249,6.579779770125476e+29,3.611449035733472e+26,20999697.149590895,1860561172317259.0,103589973856323.52,4903907764436.622,1969055053938019.2,2.225318737494261,0.346,0.08777002057261292,1.5977069196246505e+36,0.346,1.7940757519347703e+22,7.071699615633048e+20,1.7233587557784399e+22
0.0017743619667689142,64.75567975899317,8.542032406720844e+29,4.688630341620754e+26,20999639.61086324,1860548446042521.8,103589265983521.55,4903854018241.788,1969041566044285.0,2.2253186928548647,0.346,0.08777061038011172,1.5976642456436653e+36,0.346,2.1349678368747275e+22,8.415744457940043e+20,2.050810392295327e+22
0.0019222253407925004,64.75539118046957,1.0860030973102775e+30,5.961164544943789e+26,20999577.07114744,1860534613721035.2,103588496589157.38,4903795601188.487,1969026905911381.0,2.225318644335488,0.346,0.08777125145716835,1.597617863806739e+36,0.346,2.5054555087886816e+22,9.876604251511452e+20,2.4066894662735667e+22
0.002070088714816087,64.75507952635041,1.3563374662749e+30,7.445329409446606e+26,20999509.53046621,1860519675372301.0,103587665674302.81,4903732513423.147,1969011073560027.0,2.2253185919361003,0.346,0.08777194380512097,1.597567774420445e+36,0.346,2.905526980239918e+22,1.1454264397147333e+21,2.7909843362684456e+22
0.002217952088839673,64.75474479686473,1.6681645042359405e+30,9.157402036892943e+26,20999436.988847308,1860503631018152.5,103586773240160.62,4903664755106.9,1968994069013420.0,2.225318535656673,0.346,0.08777268742538397,1.597513977818273e+36,0.346,3.3351695231956174e+22,1.3148709128764467e+21,3.203682431907973e+22
0.0023658154628632593,64.75438699227422,2.0244406051856033e+30,1.1113658867066234e+27,20999359.446323548,1860486480682757.2,103585819288064.61,4903592326415.623,1968975892297237.2,2.2253184754971778,0.346,0.0877734823194472,1.5974564743606414e+36,0.346,3.794369469539424e+22,1.495992151358918e+21,3.644770254403533e+22
0.0025136788368868455,64.75400611287327,2.428120400438311e+30,1.3330375677769626e+27,20999276.902932785,1860468224392617.2,103584803819479.53,4903515227539.905,1968956543439637.0,2.2253184114575926,0.346,0.08777432848887676,1.5973952644348775e+36,0.346,4.283112211622706e+22,1.688788345236551e+21,4.1142333770990505e+22
0.0026615422109104317,64.75360215898895,2.8821567586307007e+30,1.5823827584825975e+27,20999189.35871793,1860448862176567.2,103583726836001.06,4903433458685.062,1968936022471253.8,2.225318343537893,0.346,0.08777522593531437,1.5973303484552208e+36,0.346,4.801382202854728e+22,1.8932575679579092e+21,4.612056446058938e+22
0.002809405584934018,64.75317513098103,3.3895007857216265e+30,1.8610289042077827e+27,20999096.813726943,1860428394065775.2,103582588339355.94,4903347020071.137,1968914329425202.5,2.2253182717380584,0.346,0.08777617466047766,1.597261726862822e+36,0.346,5.349162958331378e+22,2.1093977763696287e+21,5.138223180694416e+22
0.002957268958957604,64.75272502924194,3.95310182499216e+30,2.1706033841387454e+27,20998999.268012833,1860406820093743.8,103581388331401.88,4903255911932.891,1968891464337078.5,2.2253181960580712,0.346,0.08777717466616022,1.5971894001257282e+36,0.346,5.926437055502761e+22,2.3372068107419024e+21,5.692716374428571e+22
0.003105132332981191,64.75225185419681,4.5759074570455885e+30,2.5127335112636833e+27,20998896.72163366,1860384140296307.8,103580126814127.44,4903160134519.81,1968867427244955.2,2.2253181164979137,0.346,0.0877782259542314,1.5971133687388866e+36,0.346,6.533186134879298e+22,2.576682394795494e+21,6.2755178953997495e+22
0.0032529957070047766,64.75175560630346,5.26086349980741e+30,2.889046532372761e+27,20998789.17465254,1860360354711636.5,103578803789652.31,4903059688096.098,1968842218189385.0,2.2253180330575724,0.346,0.08777932852663652,1.597033633224134e+36,0.346,7.169390900776576e+22,2.827822135730309e+21,6.886608687203546e+22
0.0034008590810283633,64.75123628605239,6.010914008525352e+30,3.301169628058121e+27,20998676.62713762,1860335463380230.0,103577419260227.0,4902954572940.673,1968815837213397.8,2.2253179457370345,0.346,0.08778048238539683,1.596950194130185e+36,0.346,7.835031122098668e+22,3.0906235242555145e+21,7.525968769673117e+22
0.00354872245505195,64.75069389396677,6.829001275769346e+30,3.7507299127138674e+27,20998559.07916212,1860309466344925.0,103575973228233.0,4902844789347.182,1968788284362505.0,2.225317854536289,0.346,0.0877816875326093,1.5968630520326424e+36,0.346,8.530085633160213e+22,3.365083934621204e+21,8.193577239698093e+22
0.003696585829075536,64.75012843060247,7.718065831431541e+30,4.2393544345360807e+27,20998436.530804295,1860282363650888.0,103574465696182.8,4902730337623.972,1968759559684695.0,2.2253177594553266,0.346,0.087782943970447,1.596772207533969e+36,0.346,9.25453233454663e+22,3.6512006246515925e+21,8.88941227208147e+22
0.0038444492030991224,64.74953989654806,8.681046442726316e+30,4.7686701755228156e+27,20998308.982147455,1860254155345621.0,103572896666719.81,4902611218094.118,1968729663230435.0,2.2253176604941425,0.346,0.08778425170115879,1.5966776612634993e+36,0.346,1.000834819401326e+23,3.9489707357797996e+21,9.613451120435279e+22
0.003992312577122709,64.74892829242476,9.720880114190246e+30,5.340304051474085e+27,20998176.43327996,1860224841478956.0,103571266142618.38,4902487431095.401,1968698595052670.0,2.225317557652731,0.346,0.08778561072706943,1.59657941387742e+36,0.346,1.079150924742248e+23,4.2583912930841246e+21,1.0365670118114066e+23
0.004140175951146295,64.7482936188865,1.0840502087682138e+31,5.955882911991884e+27,20998038.88429522,1860194422103060.5,103569574126783.77,4902358976980.315,1968666355206824.5,2.2253174509310902,0.346,0.08778702105057969,1.5964774660587656e+36,0.346,1.1603990599719528e+23,4.5794592053259083e+21,1.114604467918694e+23
0.004288039325169881,64.74763587661991,1.2042845842383004e+31,6.617033540480173e+27,20997896.335291695,1860162897272432.0,103567820622252.16,4902225856116.063,1968632943750800.0,2.2253173403292195,0.346,0.0877884826741662,1.5963718185174137e+36,0.346,1.2445766425946396e+23,4.91217126498891e+21,1.1954549299447504e+23
