rhoc,Tc,R,M,L,Tsurf,StarNum
403.3907106399536,1000000.0,8170817173.537353,1.5443487294782907e+32,4.4315326244352415e+28,982.44333450115,0
127.04828433990478,2000000.0,12811281215.30153,1.869920665142206e+32,2.702687400054436e+29,1232.9754840291591,1
62.527083778381346,3000000.0,18991899270.927094,2.995100473138811e+32,1.0783863350768911e+30,1431.2357120515044,2
37.17838001251221,4000000.0,26542654338.883884,4.856772741629974e+32,3.286177003864275e+30,1599.5666163672408,3
42.593906211853025,5000000.0,39243924453.19531,7.77585958997146e+32,1.4582947373699568e+31,1909.3119068150556,4
50.6209321975708,6000000.0,43254325489.288925,9.393415623357541e+32,4.269989953547224e+31,2378.9959931906465,5
58.56789760589599,7000000.0,100000000000.0,1.1380055477065247e+33,1.0595170634531618e+32,1963.7163591460292,6
66.44814586639404,8000000.0,42364236481.27813,1.237139535889248e+33,2.3275975054981014e+32,3673.0686736260727,7
74.2654893875122,9000000.0,43764376493.87939,1.3877380338385132e+33,4.663370572600686e+32,4299.48440950429,8
82.02755298614503,10000000.0,100000000000.0,1.561592610104193e+33,8.684906347859741e+32,3322.7147104436594,9
89.73243045806885,11000000.0,100000000000.0,1.7628903001613253e+33,1.5246519656535565e+33,3824.6742222943176,10
97.362965965271,12000000.0,43354335490.18902,1.839801043544669e+33,2.5476521858178412e+33,6604.204858524606,11
104.83528652191163,13000000.0,100000000000.0,2.0585953459842318e+33,4.086093367205009e+33,4893.60420621237,12
111.90921039581299,14000000.0,44334433499.009895,2.1470943965194525e+33,6.319125327023343e+33,8195.876955746582,13
117.93662815093994,15000000.0,100000000000.0,2.3921274947122211e+33,9.457677403394764e+33,6035.981407568226,14
121.57557201385498,16000000.0,100000000000.0,2.5499386395108078e+33,1.3704306019959582e+34,6622.4094877434745,15
120.89886951446533,17000000.0,100000000000.0,2.690344774474505e+33,1.937407978156029e+34,7221.1612040483005,16
114.76089191436768,18000000.0,49944994549.504944,2.8224753130820785e+33,2.880216597411058e+34,11282.67481919966,17
101.56424007415771,19000000.0,100000000000.0,3.172013841636629e+33,4.700043350981742e+34,9012.125588204643,18
84.66764583587647,20000000.0,59825982638.43384,3.550954832120641e+33,8.679239585488138e+34,13582.423517810377,19
64.75734272003174,21000000.0,67636763708.730865,4.1518269786982965e+33,1.7117816616675666e+35,15138.137722615658,20
47.41279048919678,22000000.0,77467746797.20972,4.992061153317929e+33,3.5007916049408864e+35,16915.423359447566,21
33.985487937927246,23000000.0,93949394945.54456,6.112984358595969e+33,7.190473997002451e+35,18388.409027989932,22
24.20284786224365,24000000.0,100000000000.0,7.553572587437715e+33,1.4609745869662505e+36,21279.549755603293,23
17.391980171203613,25000000.0,98849884989.64896,9.143511190707795e+33,2.930247639312936e+36,25470.634643830817,24
14.199088096618652,26000000.0,100000000000.0,1.0288601182602484e+34,6.12273149516544e+36,30446.54891125764,25
14.71948184967041,27000000.0,100000000000.0,1.07024436854761e+34,1.395557244657602e+37,37410.083984142504,26
15.239875602722169,28000000.0,100000000000.0,1.111879418174695e+34,3.0855552722155992e+37,45617.880361256735,27
15.754550743103028,29000000.0,100000000000.0,1.1539983766016304e+34,6.679740553840829e+37,55333.94930796229,28
16.26541347503662,30000000.0,100000000000.0,1.1961961210358871e+34,1.404304397484324e+38,66629.58115462562,29
16.774370002746583,31000000.0,100000000000.0,1.2387279722745737e+34,2.875504464474251e+38,79704.03000912553,30
17.277607917785645,32000000.0,100000000000.0,1.2817802890885082e+34,5.789624677612346e+38,94943.31077476744,31
17.77512722015381,33000000.0,100000000000.0,1.325137317888195e+34,1.1384514060902007e+39,112429.52963315412,32
18.268834114074707,34000000.0,100000000000.0,1.368690151065272e+34,2.1872162093966398e+39,132365.46760685573,33
18.756822395324708,35000000.0,100000000000.0,1.412856033594933e+34,4.1362280278609944e+39,155221.8615520297,34
19.237185859680174,36000000.0,100000000000.0,1.4575786352436597e+34,7.698225473634953e+39,181300.67708963426,35
19.711830711364748,37000000.0,100000000000.0,1.5025396209073026e+34,1.4048187649363053e+40,210720.52721067728,36
20.18266315460205,38000000.0,100000000000.0,1.547934891846461e+34,2.5175915342039746e+40,243808.07565242573,37
20.643964576721192,39000000.0,100000000000.0,1.5940752332447577e+34,4.46144267910094e+40,281300.5612376165,38
21.095734977722167,40000000.0,100000000000.0,1.640892514832112e+34,7.799526215799552e+40,323458.6911011833,39
21.539880561828614,41000000.0,100000000000.0,1.688168054038426e+34,1.34191338644077e+41,370452.80761233106,40
21.976401329040527,42000000.0,100000000000.0,1.7359062913244432e+34,2.274187543853501e+41,422676.7295226127,41
22.403391075134277,43000000.0,100000000000.0,1.7844896397599841e+34,3.8137509412887935e+41,480994.2129626494,42
22.818943595886232,44000000.0,100000000000.0,1.8339622375615052e+34,6.339950882789309e+41,546164.2163720905,43
23.22496509552002,45000000.0,100000000000.0,1.884116844212027e+34,1.0402275902158148e+42,618135.7493897829,44
23.61764316558838,46000000.0,100000000000.0,1.9350008011150097e+34,1.685244932947676e+42,697376.8504157367,45
24.00460262298584,47000000.0,100000000000.0,1.9865317209706614e+34,2.6987163757877446e+42,784496.6264827948,46
24.376312446594238,48000000.0,100000000000.0,2.0391852419160476e+34,4.291162541467487e+42,880938.3377490783,47
24.732772636413575,49000000.0,100000000000.0,2.0929971715441644e+34,6.7713851002087e+42,987350.0390065154,48
25.07588939666748,50000000.0,100000000000.0,2.147801267307147e+34,1.057270040117642e+43,1103692.9049508409,49
