rhoc,Tc,R,M,L,Tsurf,StarNum
94.57354137450457,3000000.0,15927109271.09271,2.091652804816536e+32,7.733461457045148e+29,1438.2251729407476,0
54.986288791894914,3916666.6666666665,22151896518.965187,3.4005565140564974e+32,2.2864941828611394e+30,1599.1505881229727,1
38.47770269092871,4833333.333333333,32549725497.254974,6.257964161682582e+32,8.133630654131335e+30,1811.7544795354054,2
45.262940477827215,5750000.0,43190981909.8191,8.320162619283048e+32,2.316107293160516e+31,2043.1255133367542,3
52.063629114361035,6666666.666666666,50772007720.0772,9.773351380046439e+32,5.540998014640394e+31,2343.61122156106,4
58.807251416414594,7583333.333333333,59048540485.40485,1.1132435476600937e+33,1.1847582345604544e+32,2756.670284241553,5
65.4999321411128,8500000.0,64056190561.90561,1.245599133963183e+33,2.323239025759114e+32,2924.9506035417267,6
72.14650439501324,9416666.666666666,66316588165.88166,1.3775439318112077e+33,4.252849181940468e+32,2997.6420523840193,7
78.74923929476621,10333333.333333332,68646536465.36465,1.5095209735307543e+33,7.360942351071236e+32,3170.632314741813,8
85.30413019406478,11250000.0,69342043420.4342,1.6415362757961918e+33,1.2161119982219349e+33,3232.57877534579,9
91.78913620399145,12166666.666666666,69828898288.9829,1.7736437721178833e+33,1.9316106048236417e+33,3158.66618805533,10
98.132073281631,13083333.333333332,69376818768.18768,1.905853320425981e+33,2.965697899598249e+33,2855.594016025756,11
104.13461771274329,14000000.0,163513685136.85135,2.038318673068466e+33,4.418490394391072e+33,555866.9458052571,12
109.33278909495249,14916666.666666666,1060265577655.7766,2.1710812733150345e+33,6.401871965869345e+33,740297.1790578441,13
112.87055842838666,15833333.333333332,73515085150.8515,2.3043261198413234e+33,9.020549586715822e+33,3962.9067755411224,14
113.634095989259,16750000.0,71115586155.86156,2.4382171287070118e+33,1.2332156883790372e+34,2419.710684902536,15
110.84081118425773,17666666.666666664,74001940019.40019,2.5767602471299092e+33,1.6465198309651662e+34,2515.314228816337,16
104.23645839602597,18583333.333333332,72541375413.75414,2.7825224679726775e+33,2.4272263256366012e+34,3910.092023281509,17
93.78987190876433,19500000.0,79809423094.23094,3.0832432304933996e+33,4.0285446346534023e+34,2231.2904711408987,18
80.51788892168153,20416666.666666664,86555840558.40558,3.4982943965776864e+33,7.445774908905324e+34,2470.7455432586125,19
65.18153336692339,21333333.333333332,242975354753.54752,4.0457588504427664e+33,1.4693784838534757e+35,803956.1547019586,20
50.1204598234904,22250000.0,111385438854.38855,4.7559967788083294e+33,2.9764125676957475e+35,3152.7732184190995,21
37.248838190896,23166666.666666664,312386948869.48865,5.6731527745703e+33,6.005608449933189e+35,921126.8468802391,22
27.228934330229393,24083333.333333332,271108611086.11084,6.853421133361767e+33,1.1904429035274034e+36,864935.1591218814,23
19.830207268727005,25000000.0,299867823678.23676,8.358569365938171e+33,2.309593087548329e+36,939987.4936350628,24
